"senkId","senkNm","pref_turnout","pref_votes","pref_voteShare","khId","name_kanji","name_kana","partyId","hirei","cand_exp","partyNm_short","partyNm","elected","muncode","mun_name","mun_turnout","votes","mun_voteShare"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01581","厚真町","68.14","661","28.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01584","洞爺湖町","62.99","1024","24.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01585","安平町","64.61","987","25.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01586","むかわ町","63.42","1125","29.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01601","日高町","62.87","1489","26.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01602","平取町","67.52","640","25.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01604","新冠町","65.61","804","30.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01607","浦河町","65.29","1839","30.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01608","様似町","67.31","633","29.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01609","えりも町","66.30","707","32.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01610","新ひだか町","59.94","2230","22.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01331","松前町","60.53","1303","41.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01332","福島町","59.02","694","39.7"
